,001-L,001-R,002-L,002-R,003-L,003-R,004-L,004-R,005-L,005-R,006-L,006-R,007-L,007-R,008-L,008-R,009-L,009-R,010-L,010-R,011-L,011-R,012-L,012-R,013-L,013-R,014-L,014-R,015-L,015-R,016-L,016-R,017-L,017-R,018-L,018-R,019-L,019-R,020-L,020-R,021-L,021-R,022-L,022-R,023-L,023-R,024-L,024-R,025-L,025-R,026-L,026-R,027-L,027-R,028-L,028-R,029-L,029-R,030-L,030-R,031-L,031-R,032-L,032-R,033-L,033-R,034-L,034-R,035-L,035-R,036-L,036-R,037-L,037-R,038-L,038-R,039-L,039-R,040-L,040-R,041-L,041-R,042-L,042-R,043-L,043-R,044-L,044-R,045-L,045-R,046-L,046-R,047-L,047-R,048-L,048-R,049-L,049-R,050-L,050-R,051-L,051-R,052-L,052-R,053-L,053-R,054-L,054-R,055-L,055-R,056-L,056-R,057-L,057-R,058-L,058-R,059-L,059-R,060-L,060-R,061-L,061-R,062-L,062-R,063-L,063-R,064-L,064-R,065-L,065-R,066-L,066-R,067-L,067-R,068-L,068-R,069-L,069-R,070-L,070-R,071-L,071-R,072-L,072-R,073-L,073-R,074-L,074-R,075-L,075-R,,,,,
1200,62.5582,62.2050,60.1816,60.4341,61.1945,61.4104,60.1441,61.1497,61.8103,61.5328,60.7321,61.1906,59.6858,60.7143,61.6684,62.0299,62.2756,62.4747,60.3418,58.4272,63.0575,62.7406,60.7535,60.7492,59.5530,59.5654,62.3612,62.6642,60.5364,60.9741,60.4249,60.9413,62.9896,63.4883,62.2777,62.5693,59.1733,59.1933,61.6453,60.3466,62.6627,60.3466,59.9187,59.4698,62.5031,62.9039,61.1590,62.3393,61.5896,61.5229,61.2522,60.9872,64.4535,62.9380,60.1732,60.0315,61.6274,61.1081,61.9965,60.5306,61.4394,60.7467,62.5739,63.1183,60.8931,61.5636,59.1095,59.1109,60.4103,57.8293,60.3010,59.1866,60.9790,61.3669,63.1298,61.9885,60.3497,60.1219,60.9059,61.2507,61.9428,62.8216,61.4124,62.0100,61.9445,63.0186,62.1006,61.0043,60.6609,59.1939,60.2161,58.8676,64.3167,64.2103,62.2724,61.5974,62.7547,62.4313,61.3240,59.2201,62.4541,60.9587,59.4722,60.2101,59.4632,59.2669,61.8346,60.4134,59.4003,59.6677,60.3731,61.0093,60.6358,59.2750,59.7301,60.1179,60.0068,59.6759,63.2306,64.7066,61.9229,61.0765,59.9353,60.0337,61.9075,62.9556,60.1783,59.4718,61.5982,60.9299,60.7658,62.0392,58.4680,59.0003,60.4430,59.7636,61.8820,62.7789,59.9040,59.5458,61.4590,61.2230,61.4499,61.2615,62.3456,63.0818,59.4687,58.8660,61.1078,60.4058,,,,,
1300,62.8337,62.4977,60.4241,60.6879,61.4672,61.6790,60.4133,61.4244,62.0880,61.7954,61.0045,61.4718,59.9367,60.9685,61.9551,62.3139,62.5573,62.7465,60.6073,58.6991,63.3694,63.0409,61.0103,61.0046,59.7933,59.8036,62.6358,62.9665,60.8096,61.2356,60.6818,61.2079,63.2913,63.8118,62.5620,62.8687,59.4144,59.4502,61.8928,60.6022,62.9503,60.6022,60.1803,59.7191,62.7694,63.1793,61.4236,62.6104,61.8607,61.8072,61.5131,61.2464,64.7791,63.2289,60.4154,60.2763,61.8668,61.3590,62.2542,60.7955,61.7219,61.0162,62.8589,63.3894,61.1450,61.8206,59.3645,59.3698,60.6508,58.0745,60.5320,59.4197,61.2475,61.6255,63.4150,62.2545,60.5444,60.3705,61.1673,61.5047,62.2184,63.1056,61.6711,62.2724,62.2362,63.2921,62.3664,61.2550,60.9057,59.4239,60.4561,59.1140,64.6455,64.5501,62.5381,61.8590,63.0365,62.6946,61.5766,59.4790,62.7057,61.2205,59.7187,60.4612,59.7143,59.5162,62.1111,60.6853,59.6523,59.9100,60.6349,61.2483,60.8863,59.5172,59.9990,60.3977,60.2504,59.9093,63.5229,65.0098,62.2125,61.3474,60.1788,60.2808,62.2016,63.2408,60.4216,59.7071,61.8694,61.1957,61.0244,62.2965,58.7111,59.2409,60.6974,60.0164,62.1694,63.0638,60.1565,59.7941,61.7051,61.4734,61.7184,61.4947,62.5928,63.3362,59.7125,59.1011,61.3649,60.6475,,,,,
1400,63.1232,62.8058,60.6815,60.9568,61.7547,61.9619,60.6977,61.7145,62.3793,62.0709,61.2935,61.7678,60.2016,61.2359,62.2564,62.6144,62.8570,63.0343,60.8875,58.9868,63.6954,63.3566,61.2817,61.2754,60.0466,60.0544,62.9272,63.2858,61.0974,61.5097,60.9538,61.4905,63.6091,64.1527,62.8635,63.1858,59.6683,59.7213,62.1531,60.8722,63.2545,60.8722,60.4573,59.9830,63.0521,63.4719,61.7047,62.8993,62.1483,62.1093,61.7880,61.5209,65.1241,63.5361,60.6715,60.5350,62.1186,61.6228,62.5209,61.0745,62.0199,61.2989,63.1612,63.6782,61.4116,62.0901,59.6336,59.6421,60.9051,58.3332,60.7754,59.6658,61.5338,61.9000,63.7193,62.5338,60.7565,60.6327,61.4443,61.7748,62.5098,63.4074,61.9451,62.5515,62.5461,63.5768,62.6480,61.5194,61.1650,59.6669,60.7089,59.3727,64.9967,64.9139,62.8187,62.1355,63.3358,62.9718,61.8425,59.7520,62.9711,61.4973,59.9790,60.7252,59.9800,59.7792,62.4051,60.9733,59.9174,60.1664,60.9112,61.5010,61.1496,59.7720,60.2834,60.6931,60.5065,60.1553,63.8335,65.3326,62.5197,61.6352,60.4339,60.5402,62.5125,63.5437,60.6789,59.9564,62.1560,61.4762,61.2987,62.5697,58.9664,59.4938,60.9654,60.2835,62.4732,63.3662,60.4228,60.0557,61.9643,61.7367,62.0008,61.7380,62.8545,63.6023,59.9711,59.3496,61.6372,60.9027,,,,,
1500,63.4255,63.1284,60.9532,61.2399,62.0559,62.2582,60.9963,62.0187,62.6830,62.3578,61.5981,62.0773,60.4794,61.5155,62.5710,62.9304,63.1743,63.3370,61.1814,59.2892,64.0336,63.6864,61.5670,61.5608,60.3121,60.3172,63.2346,63.6212,61.3984,61.7952,61.2399,61.7883,63.9418,64.5095,63.1815,63.5195,59.9337,60.0058,62.4245,61.1556,63.5746,61.1556,60.7488,60.2607,63.3505,63.7810,62.0017,63.2054,62.4517,62.4283,62.0758,61.8099,65.4874,63.8588,60.9404,60.8068,62.3817,61.8985,62.7951,61.3665,62.3324,61.5938,63.4800,63.9842,61.6921,62.3711,59.9152,59.9272,61.1723,58.6043,61.0303,59.9240,61.8369,62.1898,64.0422,62.8250,60.9894,60.9075,61.7367,62.0602,62.8161,63.7264,62.2339,62.8469,62.8734,63.8713,62.9445,61.7967,61.4379,59.9223,60.9733,59.6428,65.3699,65.3017,63.1131,62.4262,63.6518,63.2617,62.1206,60.0380,63.2495,61.7881,60.2523,61.0008,60.2592,60.0548,62.7160,61.2766,60.1946,60.4362,61.2005,61.7666,61.4244,60.0395,60.5818,61.0028,60.7739,60.4130,64.1617,65.6744,62.8436,61.9392,60.6993,60.8110,62.8391,63.8638,60.9492,60.2187,62.4573,61.7705,61.5880,62.8584,59.2327,59.7576,61.2462,60.5643,62.7924,63.6854,60.7021,60.3294,62.2357,62.0118,62.2958,61.9904,63.1300,63.8788,60.2437,59.6108,61.9235,61.1705,,,,,
1600,63.7395,63.4644,61.2384,61.5364,62.3699,62.5669,61.3081,62.3360,62.9978,62.6552,61.9176,62.3988,60.7690,61.8061,62.8977,63.2611,63.5084,63.6540,61.4879,59.6050,64.3825,64.0292,61.8654,61.8601,60.5890,60.5909,63.5572,63.9717,61.7114,62.0907,61.5396,62.1003,64.2881,64.8808,63.5154,63.8694,60.2097,60.3027,62.7061,61.4517,63.9101,61.4517,61.0541,60.5513,63.6640,64.1061,62.3139,63.5282,62.7702,62.7636,62.3755,62.1130,65.8683,64.1955,61.2216,61.0911,62.6553,62.1848,63.0751,61.6705,62.6581,61.8995,63.8150,64.3070,61.9858,62.6625,60.2091,60.2241,61.4518,58.8870,61.2959,60.1935,62.1565,62.4941,64.3835,63.1269,61.2393,61.1940,62.0435,62.3605,63.1364,64.0622,62.5368,63.1580,63.2174,64.1741,63.2553,62.0861,61.7238,60.1894,61.2484,59.9232,65.7650,65.7134,63.4204,62.7300,63.9837,63.5632,62.4097,60.3361,63.5399,62.0921,60.5375,61.2870,60.5513,60.3420,63.0436,61.5949,60.4828,60.7186,61.5019,62.0444,61.7097,60.3184,60.8931,61.3257,61.0514,60.6813,64.5069,66.0344,63.1835,62.2587,60.9741,61.0920,63.1805,64.2002,61.2320,60.4933,62.7724,62.0774,61.8917,63.1620,59.5088,60.0315,61.5386,60.8577,63.1263,64.0209,60.9930,60.6145,62.5184,62.2980,62.6022,62.2508,63.4186,64.1643,60.5299,59.8842,62.2237,61.4502,,,,,
1700,64.0640,63.8127,61.5365,61.8455,62.6960,62.8874,61.6321,62.6651,63.3223,62.9620,62.2511,62.7308,61.0697,62.1068,63.2352,63.6056,63.8592,63.9843,61.8058,59.9332,64.7402,64.3840,62.1762,62.1731,60.8763,60.8746,63.8942,64.3365,62.0354,62.3948,61.8520,62.4258,64.6470,65.2652,63.8646,64.2346,60.4954,60.6110,62.9969,61.7595,64.2604,61.7595,61.3725,60.8544,63.9920,64.4468,62.6408,63.8672,63.1028,63.1143,62.6865,62.4293,66.2657,64.5452,61.5142,61.3871,62.9386,62.4814,63.3592,61.9856,62.9959,62.2147,64.1659,64.6466,62.2922,62.9634,60.5140,60.5316,61.7428,59.1806,61.5714,60.4733,62.4922,62.8123,64.7423,63.4381,61.5082,61.4916,62.3641,62.6752,63.4698,64.4143,62.8533,63.4843,63.5774,64.4835,63.5799,62.3866,62.0221,60.4673,61.5333,60.2126,66.1819,66.1493,63.7397,63.0462,64.3308,63.8751,62.7088,60.6454,63.8416,62.4085,60.8339,61.5827,60.8555,60.6399,63.3875,61.9274,60.7809,61.0130,61.8144,62.3335,62.0047,60.6078,61.2161,61.6606,61.3382,60.9594,64.8684,66.4123,63.5389,62.5932,61.2576,61.3823,63.5358,64.5525,61.5263,60.7797,63.1004,62.3960,62.2090,63.4798,59.7933,60.3144,61.8416,61.1631,63.4741,64.3720,61.2947,60.9101,62.8116,62.5942,62.9189,62.5182,63.7196,64.4577,60.8293,60.1690,62.5367,61.7407,,,,,
1800,64.3979,64.1724,61.8469,62.1664,63.0334,63.2188,61.9675,63.0050,63.6555,63.2770,62.5974,63.0718,61.3804,62.4167,63.5822,63.9631,64.2260,64.3273,62.1339,60.2725,65.1051,64.7499,62.4990,62.4989,61.1733,61.1675,64.2449,64.7147,62.3689,62.7065,62.1762,62.7640,65.0174,65.6613,64.2286,64.6146,60.7898,60.9299,63.2957,62.0784,64.6252,62.0784,61.7033,61.1693,64.3342,64.8025,62.9818,64.2222,63.4489,63.4797,63.0079,62.7584,66.6788,64.9068,61.8174,61.6940,63.2308,62.7872,63.6462,62.3109,63.3448,62.5384,64.5325,65.0030,62.6106,63.2729,60.8289,60.8489,62.0448,59.4843,61.8562,60.7626,62.8436,63.1439,65.1185,63.7573,61.7931,61.7989,62.6981,63.0037,63.8153,64.7826,63.1833,63.8257,63.9525,64.7984,63.9175,62.6976,62.3321,60.7554,61.8267,60.5101,66.6208,66.6097,64.0701,63.3740,64.6923,64.1965,63.0168,60.9649,64.1536,62.7367,61.1408,61.8871,61.1709,60.9476,63.7475,62.2743,61.0876,61.3187,62.1370,62.6332,62.3082,60.9070,61.5498,62.0060,61.6330,61.2466,65.2454,66.8076,63.9091,62.9422,61.5484,61.6809,63.9042,64.9199,61.8316,61.0773,63.4406,62.7254,62.5395,63.8114,60.0860,60.6055,62.1542,61.4798,63.8353,64.7386,61.6064,61.2151,63.1145,62.8998,63.2447,62.7920,64.0326,64.7581,61.1414,60.4649,62.8620,62.0415,,,,,
1900,64.7405,64.5427,62.1689,62.4982,63.3814,63.5605,62.3135,63.3545,63.9960,63.5995,62.9541,63.4202,61.6999,62.7347,63.9375,64.3329,64.6088,64.6823,62.4712,60.6229,65.4757,65.1262,62.8332,62.8373,61.4792,61.4687,64.6085,65.1057,62.7107,63.0243,62.5114,63.1142,65.3981,66.0674,64.6069,65.0086,61.0921,61.2584,63.6015,62.4075,65.0042,62.4075,62.0460,61.4954,64.6902,65.1730,63.3365,64.5927,63.8076,63.8590,63.3387,63.0998,67.1068,65.2792,62.1311,62.0118,63.5314,63.1015,63.9346,62.6456,63.7037,62.8692,64.9148,65.3761,62.9403,63.5903,61.1531,61.1752,62.3571,59.7973,62.1495,61.0609,63.2103,63.4884,65.5116,64.0838,62.0935,62.1162,63.0449,63.3459,64.1721,65.1668,63.5264,64.1815,64.3419,65.1175,64.2678,63.0183,62.6534,61.0532,62.1278,60.8144,67.0819,67.0952,64.4111,63.7125,65.0676,64.5265,63.3326,61.2940,64.4754,63.0759,61.4570,62.1991,61.4970,61.2645,64.1235,62.6354,61.4021,61.6351,62.4687,62.9429,62.6194,61.2147,61.8931,62.3609,61.9352,61.5421,65.6376,67.2199,64.2936,63.3052,61.8460,61.9868,64.2849,65.3022,62.1471,61.3852,63.7923,63.0649,62.8827,64.1564,60.3854,60.9033,62.4755,61.8068,64.2094,65.1199,61.9272,61.5288,63.4264,63.2139,63.5784,63.0717,64.3569,65.0643,61.4659,60.7715,63.1991,62.3516,,,,,
2000,65.0906,64.9226,62.5023,62.8402,63.7393,63.9117,62.6692,63.7124,64.3427,63.9284,63.3229,63.7745,62.0275,63.0600,64.2997,64.7141,65.0073,65.0486,62.8166,60.9804,65.8506,65.5119,63.1785,63.1878,61.7934,61.7776,64.9846,65.5088,63.0596,63.3470,62.8570,63.4756,65.7879,66.4821,64.9992,65.4162,61.4012,61.5960,63.9134,62.7460,65.3971,62.7460,62.3998,61.8322,65.0596,65.5581,63.7047,64.9784,64.1782,64.2513,63.6785,63.4531,67.5490,65.6612,62.4547,62.3399,63.8396,63.4236,64.2234,62.9888,64.0715,63.2060,65.3127,65.7661,63.2810,63.9147,61.4857,61.5093,62.6793,60.1190,62.4508,61.3674,63.5920,63.8453,65.9214,64.4162,62.4078,62.4419,63.4039,63.7014,64.5394,65.5669,63.8827,64.5518,64.7451,65.4396,64.6303,63.3484,62.9853,61.3601,62.4357,61.1247,67.5653,67.6064,64.7618,64.0610,65.4559,64.8641,63.6555,61.6318,64.8062,63.4255,61.7821,62.5178,61.8330,61.5892,64.5160,63.0105,61.7230,61.9615,62.8088,63.2620,62.9376,61.5309,62.2450,62.7238,62.2437,61.8450,66.0444,67.6488,64.6918,63.6818,62.1495,62.2994,64.6773,65.6987,62.4724,61.7032,64.1545,63.4135,63.2378,64.5144,60.6907,61.2060,62.8046,62.1438,64.5959,65.5157,62.2564,61.8505,63.7465,63.5358,63.9191,63.3568,64.6922,65.3757,61.8027,61.0884,63.5475,62.6708,,,,,
2100,65.4474,65.3117,62.8461,63.1919,64.1066,64.2719,63.0340,64.0777,64.6946,64.2628,63.7011,64.1330,62.3619,63.3918,64.6675,65.1060,65.4214,65.4255,63.1685,61.3451,66.2282,65.9065,63.5343,63.5499,62.1152,62.0935,65.3723,65.9234,63.4146,63.6735,63.2123,63.8475,66.1859,66.9037,65.4049,65.8369,61.7162,61.9417,64.2307,63.0936,65.8040,63.0936,62.7642,62.1794,65.4422,65.9576,64.0859,65.3790,64.5598,64.6559,64.0267,63.8178,68.0044,66.0518,62.7876,62.6778,64.1551,63.7528,64.5116,63.3398,64.4469,63.5476,65.7266,66.1735,63.6322,64.2456,61.8260,61.8502,63.0110,60.4488,62.7597,61.6815,63.9883,64.2141,66.3477,64.7537,62.7343,62.7759,63.7748,64.0698,64.9162,65.9827,64.2521,64.9364,65.1611,65.7638,65.0045,63.6873,63.3275,61.6756,62.7494,61.4395,68.0715,68.1440,65.1217,64.4190,65.8565,65.2085,63.9842,61.9776,65.1455,63.7847,62.1153,62.8424,62.1783,61.9213,64.9251,63.3998,62.0495,62.2976,63.1564,63.5899,63.2617,61.8541,62.6043,63.0934,62.5577,62.1549,66.4652,68.0937,65.1033,64.0715,62.4585,62.6178,65.0806,66.1090,62.8066,62.0305,64.5267,63.7703,63.6050,64.8852,61.0011,61.5150,63.1406,62.4900,64.9943,65.9258,62.5932,62.1793,64.0744,63.8649,64.2657,63.6470,65.0382,65.6913,62.1516,61.4153,63.9065,62.9981,,,,,
2200,65.8100,65.7091,63.2000,63.5520,64.4826,64.6406,63.4071,64.4492,65.0504,64.6022,64.0877,64.4942,62.7025,63.7293,65.0396,65.5078,65.8509,65.8126,63.5261,61.7163,66.6072,66.3094,63.9004,63.9235,62.4441,62.4157,65.7709,66.3488,63.7743,64.0026,63.5765,64.2293,66.5909,67.3304,65.8239,66.2702,62.0363,62.2947,64.5524,63.4495,66.2248,63.4495,63.1387,62.5363,65.8378,66.3713,64.4799,65.7943,64.9515,65.0718,64.3826,64.1936,68.4724,66.4498,63.1296,63.0253,64.4775,64.0887,64.7982,63.6978,64.8289,63.8927,66.1567,66.5986,63.9936,64.5825,62.1734,62.1972,63.3516,60.7861,63.0756,62.0025,64.3991,64.5945,66.7900,65.0953,63.0713,63.1175,64.1572,64.4510,65.3023,66.4145,64.6345,65.3353,65.5891,66.0893,65.3902,64.0344,63.6794,61.9992,63.0682,61.7580,68.6008,68.7091,65.4903,64.7857,66.2686,65.5591,64.3179,62.3307,65.4928,64.1530,62.4558,63.1720,62.5322,62.2598,65.3512,63.8033,62.3804,62.6428,63.5107,63.9260,63.5914,62.1837,62.9696,63.4682,62.8763,62.4710,66.8995,68.5543,65.5274,64.4739,62.7722,62.9412,65.4945,66.5327,63.1494,62.3668,64.9079,64.1342,63.9838,65.2685,61.3155,61.8273,63.4826,62.8449,65.4044,66.3499,62.9369,62.5145,64.4094,64.2004,64.6171,63.9424,65.3944,66.0107,62.5126,61.7520,64.2765,63.3332,,,,,
2300,66.1777,66.1141,63.5635,63.9201,64.8669,65.0171,63.7876,64.8260,65.4092,64.9456,64.4814,64.8565,63.0483,64.0718,65.4145,65.9187,66.2957,66.2093,63.8880,62.0904,66.9865,66.7199,64.2766,64.3081,62.7796,62.7434,66.1800,66.7845,64.1379,64.3333,63.9490,64.6202,67.0019,67.7603,66.2556,66.7155,62.3606,62.6542,64.8780,63.8131,66.6595,63.8131,63.5227,62.9031,66.2463,66.7995,64.8864,66.2240,65.3525,65.4979,64.7459,64.5803,68.9521,66.8542,63.4803,63.3822,64.8065,64.4307,65.0827,64.0620,65.2161,64.2401,66.6034,67.0421,64.3650,64.9248,62.5267,62.5493,63.7008,61.1304,63.3982,62.3299,64.8238,64.9859,67.2480,65.4402,63.4169,63.4661,64.5506,64.8448,65.6959,66.8623,65.0305,65.7485,66.0282,66.4151,65.7871,64.3895,64.0407,62.3307,63.3913,62.0790,69.1532,69.3024,65.8673,65.1604,66.6913,65.9152,64.6556,62.6905,65.8476,64.5299,62.8029,63.5058,62.8943,62.6041,65.7952,64.2220,62.7145,62.9966,63.8710,64.2699,63.9258,62.5197,63.3404,63.8466,63.1987,62.7928,67.3468,69.0301,65.9635,64.8887,63.0900,63.2689,65.9178,66.9693,63.5000,62.7117,65.2973,64.5047,64.3738,65.6639,61.6334,62.1440,63.8298,63.2080,65.8257,66.7876,63.2868,62.8553,64.7508,64.5419,64.9724,64.2429,65.7607,66.3333,62.8857,62.0985,64.6570,63.6755,,,,,
2400,66.5497,66.5262,63.9362,64.2956,65.2589,65.4009,64.1751,65.2068,65.7699,65.2925,64.8807,65.2183,63.3985,64.4188,65.7906,66.3378,66.7558,66.6151,64.2529,62.4667,67.3649,67.1376,64.6624,64.7033,63.1210,63.0762,66.5988,67.2299,64.5041,64.6645,64.3291,65.0196,67.4177,68.1916,66.6997,67.1724,62.6883,63.0193,65.2068,64.1839,67.1082,64.1839,63.9156,63.2792,66.6676,67.2420,65.3056,66.6680,65.7618,65.9330,65.1160,64.9776,69.4426,67.2639,63.8393,63.7477,65.1418,64.7785,65.3645,64.4314,65.6072,64.5887,67.0673,67.5050,64.7461,65.2723,62.8857,62.9053,64.0584,61.4815,63.7272,62.6632,65.2622,65.3880,67.7211,65.7876,63.7696,63.8215,64.9546,65.2512,66.0965,67.3261,65.4401,66.1765,66.4771,66.7408,66.1949,64.7524,64.4108,62.6694,63.7182,62.4014,69.7290,69.9248,66.2522,65.5427,67.1237,66.2764,64.9964,63.0562,66.2096,64.9145,63.1560,63.8431,63.2638,62.9533,66.2577,64.6561,63.0511,63.3584,64.2367,64.6212,64.2646,62.8607,63.7152,64.2272,63.5242,63.1196,67.8065,69.5204,66.4110,65.3153,63.4117,63.6005,66.3499,67.4183,63.8578,63.0645,65.6939,64.8805,64.7747,66.0714,61.9541,62.4643,64.1814,63.5784,66.2579,67.2384,63.6421,63.2013,65.0983,64.8888,65.3306,64.5486,66.1369,66.6587,63.2709,62.4544,65.0478,64.0244,,,,,
2500,66.9252,66.9447,64.3174,64.6776,65.6579,65.7915,64.5685,65.5910,66.1316,65.6424,65.2844,65.5781,63.7521,64.7696,66.1665,66.7641,67.2311,67.0293,64.6193,62.8434,67.7415,67.5619,65.0576,65.1089,63.4681,63.4134,67.0267,67.6843,64.8721,64.9953,64.7163,65.4268,67.8373,68.6219,67.1556,67.6400,63.0184,63.3890,65.5382,64.5614,67.5709,64.5614,64.3168,63.6643,67.1017,67.6989,65.7371,67.1258,66.1783,66.3760,65.4926,65.3852,69.9428,67.6780,64.2065,64.1226,65.4832,65.1316,65.6433,64.8055,66.0009,64.9371,67.5489,67.9878,65.1368,65.6247,63.2497,63.2644,64.4239,61.8384,64.0624,63.0019,65.7135,65.8005,68.2089,66.1370,64.1271,64.1827,65.3689,65.6701,66.5032,67.8062,65.8640,66.6195,66.9349,67.0657,66.6136,65.1227,64.7895,63.0150,64.0476,62.7244,70.3278,70.5766,66.6452,65.9319,67.5647,66.6425,65.3395,63.4273,66.5783,65.3062,63.5143,64.1831,63.6401,63.3068,66.7396,65.1064,63.3888,63.7279,64.6072,64.9793,64.6069,63.2062,64.0931,64.6084,63.8519,63.4509,68.2777,70.0243,66.8690,65.7533,63.7366,63.9351,66.7904,67.8791,64.2223,63.4249,66.0969,65.2608,65.1862,66.4905,62.2769,62.7856,64.5368,63.9559,66.7004,67.7020,64.0023,63.5511,65.4512,65.2405,65.6909,64.8599,66.5227,66.9865,63.6688,62.8200,65.4487,64.3794,,,,,
2600,67.3036,67.3690,64.7070,65.0657,66.0636,66.1882,64.9674,65.9774,66.4933,65.9945,65.6907,65.9344,64.1085,65.1238,66.5406,67.1965,67.7212,67.4516,64.9857,63.2183,68.1154,67.9922,65.4620,65.5246,63.8204,63.7545,67.4629,68.1471,65.2407,65.3251,65.1100,65.8412,68.2594,69.0491,67.6227,68.1177,63.3504,63.7627,65.8718,64.9448,68.0476,64.9448,64.7257,64.0583,67.5485,68.1703,66.1810,67.5971,66.6009,66.8250,65.8753,65.8028,70.4514,68.0953,64.5817,64.5065,65.8305,65.4897,65.9188,65.1833,66.3958,65.2841,68.0489,68.4917,65.5366,65.9817,63.6181,63.6258,64.7971,62.2010,64.4035,63.3455,66.1773,66.2227,68.7105,66.4876,64.4881,64.5495,65.7928,66.1013,66.9148,68.3024,66.3026,67.0778,67.4000,67.3894,67.0428,65.5005,65.1763,63.3673,64.3790,63.0468,70.9486,71.2574,67.0455,66.3276,68.0131,67.0133,65.6836,63.8033,66.9534,65.7043,63.8767,64.5252,64.0225,63.6637,67.2420,65.5730,63.7265,64.1044,64.9814,65.3440,64.9525,63.5552,64.4727,64.9886,64.1811,63.7860,68.7594,70.5405,67.3362,66.2017,64.0645,64.2721,67.2383,68.3510,64.5928,63.7924,66.5050,65.6443,65.6079,66.9209,62.6007,63.1080,64.8951,64.3396,67.1527,68.1773,64.3667,63.9043,65.8091,65.5964,66.0522,65.1769,66.9181,67.3167,64.0788,63.1951,65.8596,64.7405,,,,,
2700,67.6842,67.7986,65.1043,65.4591,66.4753,66.5906,65.3707,66.3654,66.8543,66.3487,66.0980,66.2860,64.4669,65.4811,66.9110,67.6338,68.2261,67.8813,65.3505,63.5896,68.4861,68.4279,65.8753,65.9496,64.1775,64.0987,67.9068,68.6174,65.6093,65.6531,65.5095,66.2621,68.6829,69.4708,68.1000,68.6043,63.6834,64.1392,66.2070,65.3340,68.5381,65.3340,65.1416,64.4609,68.0080,68.6561,66.6371,68.0814,67.0285,67.2783,66.2638,66.2303,70.9671,68.5149,64.9653,64.8992,66.1838,65.8524,66.1911,65.5640,66.7903,65.6284,68.5680,69.0176,65.9454,66.3431,63.9905,63.9883,65.1778,62.5688,64.7504,63.6936,66.6528,66.6543,69.2245,66.8389,64.8516,64.9213,66.2257,66.5445,67.3303,68.8145,66.7566,67.5517,67.8707,67.7115,67.4824,65.8856,65.5707,63.7259,64.7119,63.3676,71.5895,71.9656,67.4530,66.7292,68.4674,67.3888,66.0284,64.1836,67.3346,66.1076,64.2433,64.8687,64.4105,64.0234,67.7658,66.0569,64.0632,64.4876,65.3599,65.7149,65.3006,63.9084,64.8527,65.3657,64.5112,64.1248,69.2504,71.0673,67.8117,66.6597,64.3952,64.6111,67.6927,68.8330,64.9685,64.1665,66.9170,66.0300,66.0395,67.3623,62.9260,63.4308,65.2558,64.7291,67.6137,68.6631,64.7347,64.2602,66.1715,65.9560,66.4140,65.4999,67.3229,67.6491,64.5014,63.5795,66.2805,65.1064,,,,,
2800,68.0662,68.2328,65.5089,65.8573,66.8923,66.9979,65.7776,66.7542,67.2137,66.7045,66.5049,66.6313,64.8267,65.8411,67.2761,68.0746,68.7452,68.3180,65.7118,63.9552,68.8528,68.8680,66.2971,66.3838,64.5391,64.4456,68.3572,69.0942,65.9770,65.9788,65.9143,66.6887,69.1067,69.8844,68.5862,69.0984,64.0166,64.5177,66.5436,65.7281,69.0422,65.7281,65.5635,64.8719,68.4800,69.1563,67.1052,68.5777,67.4597,67.7336,66.6579,66.6674,71.4878,68.9358,65.3560,65.3008,66.5428,66.2193,66.4603,65.9466,67.1829,65.9688,69.1064,69.5665,66.3628,66.7087,64.3664,64.3510,65.5657,62.9415,65.1032,64.0458,67.1387,67.0946,69.7491,67.1903,65.2172,65.2978,66.6669,66.9997,67.7479,69.3419,67.2268,68.0421,68.3451,68.0315,67.9321,66.2779,65.9722,64.0905,65.0455,63.6860,72.2473,72.6975,67.8677,67.1364,68.9257,67.7693,66.3728,64.5676,67.7215,66.5154,64.6130,65.2130,64.8033,64.3852,68.3118,66.5585,64.3978,64.8771,65.7418,66.0915,65.6510,64.2639,65.2321,65.7384,64.8413,64.4666,69.7489,71.6021,68.2934,67.1260,64.7282,64.9514,68.1523,69.3238,65.3489,64.5466,67.3315,66.4166,66.4804,67.8140,63.2519,63.7536,65.6181,65.1237,68.0821,69.1579,65.1058,64.6180,66.5380,66.3185,66.7751,65.8289,67.7370,67.9835,64.9367,63.9732,66.7109,65.4767,,,,,
